,id,etyma_id,reflex_id,created_at,updated_at
89,90,2229,63206,2015-04-16 07:59:15,2015-04-16 07:59:15
90,91,2229,63207,2015-04-16 07:59:15,2015-04-16 07:59:15
91,92,2229,63208,2015-04-16 07:59:15,2015-04-16 07:59:15
92,93,2229,63209,2015-04-16 07:59:15,2015-04-16 07:59:15
93,94,2229,63210,2015-04-16 07:59:15,2015-04-16 07:59:15
94,95,2229,63211,2015-04-16 07:59:15,2015-04-16 07:59:15
95,96,2229,63212,2015-04-16 07:59:15,2015-04-16 07:59:15
96,97,2229,63213,2015-04-16 07:59:15,2015-04-16 07:59:15
97,98,2229,63214,2015-04-16 07:59:15,2015-04-16 07:59:15
98,99,2229,63215,2015-04-16 07:59:16,2015-04-16 07:59:16
99,100,2229,63216,2015-04-16 07:59:16,2015-04-16 07:59:16
100,101,2229,63217,2015-04-16 07:59:16,2015-04-16 07:59:16
101,102,2229,63218,2015-04-16 07:59:16,2015-04-16 07:59:16
102,103,2229,63219,2015-04-16 07:59:16,2015-04-16 07:59:16
103,104,2229,63220,2015-04-16 07:59:16,2015-04-16 07:59:16
104,105,2229,63221,2015-04-16 07:59:16,2015-04-16 07:59:16
105,106,2229,63222,2015-04-16 07:59:16,2015-04-16 07:59:16
106,107,2229,63223,2015-04-16 07:59:16,2015-04-16 07:59:16
107,108,2229,63224,2015-04-16 07:59:16,2015-04-16 07:59:16
108,109,2229,63225,2015-04-16 07:59:16,2015-04-16 07:59:16
109,110,2229,63226,2015-04-16 07:59:16,2015-04-16 07:59:16
110,111,2229,63227,2015-04-16 07:59:16,2015-04-16 07:59:16
111,112,2229,63228,2015-04-16 07:59:16,2015-04-16 07:59:16
112,113,2229,63229,2015-04-16 07:59:16,2015-04-16 07:59:16
113,114,2229,63230,2015-04-16 07:59:16,2015-04-16 07:59:16
114,115,2229,63231,2015-04-16 07:59:16,2015-04-16 07:59:16
115,116,2229,63232,2015-04-16 07:59:16,2015-04-16 07:59:16
116,117,2229,63233,2015-04-16 07:59:16,2015-04-16 07:59:16
117,118,2229,63234,2015-04-16 07:59:16,2015-04-16 07:59:16
118,119,2229,63235,2015-04-16 07:59:16,2015-04-16 07:59:16
119,120,2229,63236,2015-04-16 07:59:16,2015-04-16 07:59:16
120,121,2229,63237,2015-04-16 07:59:16,2015-04-16 07:59:16
121,122,2230,63238,2015-04-16 07:59:16,2015-04-16 07:59:16
122,123,2230,63239,2015-04-16 07:59:16,2015-04-16 07:59:16
123,124,2230,63240,2015-04-16 07:59:17,2015-04-16 07:59:17
124,125,2230,63241,2015-04-16 07:59:17,2015-04-16 07:59:17
125,126,2230,63242,2015-04-16 07:59:17,2015-04-16 07:59:17
126,127,2230,63243,2015-04-16 07:59:17,2015-04-16 07:59:17
127,128,2230,63244,2015-04-16 07:59:17,2015-04-16 07:59:17
128,129,2230,63245,2015-04-16 07:59:17,2015-04-16 07:59:17
129,130,2230,63246,2015-04-16 07:59:17,2015-04-16 07:59:17
130,131,2230,63247,2015-04-16 07:59:17,2015-04-16 07:59:17
131,132,2230,63248,2015-04-16 07:59:17,2015-04-16 07:59:17
132,133,2230,63249,2015-04-16 07:59:17,2015-04-16 07:59:17
133,134,2230,63250,2015-04-16 07:59:17,2015-04-16 07:59:17
134,135,2230,63251,2015-04-16 07:59:17,2015-04-16 07:59:17
135,136,2230,63252,2015-04-16 07:59:17,2015-04-16 07:59:17
136,137,2230,63253,2015-04-16 07:59:17,2015-04-16 07:59:17
137,138,2230,63254,2015-04-16 07:59:17,2015-04-16 07:59:17
138,139,2230,63255,2015-04-16 07:59:17,2015-04-16 07:59:17
139,140,2230,63256,2015-04-16 07:59:17,2015-04-16 07:59:17
140,141,2230,63257,2015-04-16 07:59:17,2015-04-16 07:59:17
141,142,2230,63258,2015-04-16 07:59:17,2015-04-16 07:59:17
142,143,2230,63259,2015-04-16 07:59:17,2015-04-16 07:59:17
143,144,2230,63260,2015-04-16 07:59:17,2015-04-16 07:59:17
144,145,2231,63261,2015-04-16 07:59:17,2015-04-16 07:59:17
145,146,2231,63262,2015-04-16 07:59:17,2015-04-16 07:59:17
146,147,2231,63263,2015-04-16 07:59:17,2015-04-16 07:59:17
147,148,2231,63264,2015-04-16 07:59:17,2015-04-16 07:59:17
148,149,2231,63265,2015-04-16 07:59:17,2015-04-16 07:59:17
149,150,2233,63266,2015-04-16 07:59:17,2015-04-16 07:59:17
150,151,2233,63267,2015-04-16 07:59:17,2015-04-16 07:59:17
151,152,2233,63268,2015-04-16 07:59:17,2015-04-16 07:59:17
152,153,2233,63269,2015-04-16 07:59:17,2015-04-16 07:59:17
153,154,2233,63270,2015-04-16 07:59:18,2015-04-16 07:59:18
154,155,2233,63271,2015-04-16 07:59:18,2015-04-16 07:59:18
155,156,2233,63272,2015-04-16 07:59:18,2015-04-16 07:59:18
156,157,2233,63273,2015-04-16 07:59:18,2015-04-16 07:59:18
157,158,2233,63274,2015-04-16 07:59:18,2015-04-16 07:59:18
158,159,2233,63275,2015-04-16 07:59:18,2015-04-16 07:59:18
159,160,2233,63276,2015-04-16 07:59:18,2015-04-16 07:59:18
160,161,2233,63277,2015-04-16 07:59:18,2015-04-16 07:59:18
161,162,2233,63278,2015-04-16 07:59:18,2015-04-16 07:59:18
162,163,2233,63279,2015-04-16 07:59:18,2015-04-16 07:59:18
163,164,2233,63280,2015-04-16 07:59:18,2015-04-16 07:59:18
164,165,2233,63281,2015-04-16 07:59:18,2015-04-16 07:59:18
165,166,2233,63282,2015-04-16 07:59:18,2015-04-16 07:59:18
166,167,2233,63283,2015-04-16 07:59:18,2015-04-16 07:59:18
167,168,2233,63284,2015-04-16 07:59:18,2015-04-16 07:59:18
168,169,2233,63285,2015-04-16 07:59:18,2015-04-16 07:59:18
169,170,2233,63286,2015-04-16 07:59:18,2015-04-16 07:59:18
170,171,2233,63287,2015-04-16 07:59:18,2015-04-16 07:59:18
171,172,2233,63288,2015-04-16 07:59:18,2015-04-16 07:59:18
172,173,2233,63289,2015-04-16 07:59:18,2015-04-16 07:59:18
173,174,2233,63290,2015-04-16 07:59:18,2015-04-16 07:59:18
174,175,2233,63291,2015-04-16 07:59:18,2015-04-16 07:59:18
175,176,2233,63292,2015-04-16 07:59:18,2015-04-16 07:59:18
176,177,2233,63293,2015-04-16 07:59:18,2015-04-16 07:59:18
177,178,2233,63294,2015-04-16 07:59:18,2015-04-16 07:59:18
178,179,2233,63295,2015-04-16 07:59:19,2015-04-16 07:59:19
179,180,2233,63296,2015-04-16 07:59:19,2015-04-16 07:59:19
180,181,2233,63297,2015-04-16 07:59:19,2015-04-16 07:59:19
181,182,2233,63298,2015-04-16 07:59:19,2015-04-16 07:59:19
182,183,2233,63299,2015-04-16 07:59:19,2015-04-16 07:59:19
183,184,2233,63300,2015-04-16 07:59:19,2015-04-16 07:59:19
184,185,2233,63301,2015-04-16 07:59:19,2015-04-16 07:59:19
185,186,2233,63302,2015-04-16 07:59:19,2015-04-16 07:59:19
186,187,2233,63303,2015-04-16 07:59:19,2015-04-16 07:59:19
187,188,2233,63304,2015-04-16 07:59:19,2015-04-16 07:59:19
188,189,2233,63305,2015-04-16 07:59:19,2015-04-16 07:59:19
189,190,2233,63306,2015-04-16 07:59:19,2015-04-16 07:59:19
190,191,2233,63307,2015-04-16 07:59:19,2015-04-16 07:59:19
191,192,2233,63308,2015-04-16 07:59:19,2015-04-16 07:59:19
192,193,2233,63309,2015-04-16 07:59:19,2015-04-16 07:59:19
193,194,2233,63310,2015-04-16 07:59:19,2015-04-16 07:59:19
194,195,2233,63311,2015-04-16 07:59:19,2015-04-16 07:59:19
195,196,2233,63312,2015-04-16 07:59:19,2015-04-16 07:59:19
196,197,2233,63313,2015-04-16 07:59:19,2015-04-16 07:59:19
197,198,2233,63314,2015-04-16 07:59:19,2015-04-16 07:59:19
198,199,2233,63315,2015-04-16 07:59:19,2015-04-16 07:59:19
199,200,2233,63316,2015-04-16 07:59:19,2015-04-16 07:59:19
200,201,2233,63317,2015-04-16 07:59:19,2015-04-16 07:59:19
201,202,2233,63318,2015-04-16 07:59:19,2015-04-16 07:59:19
202,203,2233,63319,2015-04-16 07:59:20,2015-04-16 07:59:20
203,204,2233,63320,2015-04-16 07:59:20,2015-04-16 07:59:20
204,205,2233,63321,2015-04-16 07:59:20,2015-04-16 07:59:20
205,206,2233,63322,2015-04-16 07:59:20,2015-04-16 07:59:20
206,207,2233,63323,2015-04-16 07:59:20,2015-04-16 07:59:20
207,208,2233,63324,2015-04-16 07:59:20,2015-04-16 07:59:20
208,209,2233,63325,2015-04-16 07:59:20,2015-04-16 07:59:20
209,210,2233,63326,2015-04-16 07:59:20,2015-04-16 07:59:20
210,211,2233,63327,2015-04-16 07:59:20,2015-04-16 07:59:20
211,212,2233,63328,2015-04-16 07:59:20,2015-04-16 07:59:20
212,213,2233,63329,2015-04-16 07:59:20,2015-04-16 07:59:20
213,214,2233,63330,2015-04-16 07:59:20,2015-04-16 07:59:20
214,215,2233,63331,2015-04-16 07:59:20,2015-04-16 07:59:20
215,216,2233,63332,2015-04-16 07:59:20,2015-04-16 07:59:20
216,217,2233,63333,2015-04-16 07:59:20,2015-04-16 07:59:20
217,218,2233,63334,2015-04-16 07:59:20,2015-04-16 07:59:20
218,219,2233,63335,2015-04-16 07:59:20,2015-04-16 07:59:20
219,220,2233,63336,2015-04-16 07:59:20,2015-04-16 07:59:20
220,221,2233,63337,2015-04-16 07:59:20,2015-04-16 07:59:20
221,222,2233,63338,2015-04-16 07:59:20,2015-04-16 07:59:20
222,223,2233,63339,2015-04-16 07:59:20,2015-04-16 07:59:20
223,224,2233,63340,2015-04-16 07:59:20,2015-04-16 07:59:20
224,225,2233,63341,2015-04-16 07:59:20,2015-04-16 07:59:20
225,226,2233,63342,2015-04-16 07:59:20,2015-04-16 07:59:20
226,227,2233,63343,2015-04-16 07:59:21,2015-04-16 07:59:21
227,228,2233,63344,2015-04-16 07:59:21,2015-04-16 07:59:21
228,229,2233,63345,2015-04-16 07:59:21,2015-04-16 07:59:21
229,230,2233,63346,2015-04-16 07:59:21,2015-04-16 07:59:21
230,231,2233,63347,2015-04-16 07:59:21,2015-04-16 07:59:21
231,232,2233,63348,2015-04-16 07:59:21,2015-04-16 07:59:21
232,233,2233,63349,2015-04-16 07:59:21,2015-04-16 07:59:21
233,234,2233,63350,2015-04-16 07:59:21,2015-04-16 07:59:21
234,235,2233,63351,2015-04-16 07:59:21,2015-04-16 07:59:21
235,236,2233,63352,2015-04-16 07:59:21,2015-04-16 07:59:21
236,237,2233,63353,2015-04-16 07:59:21,2015-04-16 07:59:21
237,238,2233,63354,2015-04-16 07:59:21,2015-04-16 07:59:21
238,239,2233,63355,2015-04-16 07:59:21,2015-04-16 07:59:21
239,240,2233,63356,2015-04-16 07:59:21,2015-04-16 07:59:21
240,241,2233,63357,2015-04-16 07:59:21,2015-04-16 07:59:21
241,242,2233,63358,2015-04-16 07:59:21,2015-04-16 07:59:21
242,243,2233,63359,2015-04-16 07:59:21,2015-04-16 07:59:21
243,244,2233,63360,2015-04-16 07:59:21,2015-04-16 07:59:21
244,245,2233,63361,2015-04-16 07:59:21,2015-04-16 07:59:21
245,246,2233,63362,2015-04-16 07:59:21,2015-04-16 07:59:21
246,247,2233,63363,2015-04-16 07:59:21,2015-04-16 07:59:21
247,248,2233,63364,2015-04-16 07:59:21,2015-04-16 07:59:21
248,249,2233,63365,2015-04-16 07:59:21,2015-04-16 07:59:21
249,250,2233,63366,2015-04-16 07:59:21,2015-04-16 07:59:21
250,251,2233,63367,2015-04-16 07:59:21,2015-04-16 07:59:21
251,252,2233,63368,2015-04-16 07:59:21,2015-04-16 07:59:21
252,253,2233,63369,2015-04-16 07:59:21,2015-04-16 07:59:21
253,254,2233,63370,2015-04-16 07:59:21,2015-04-16 07:59:21
254,255,2233,63371,2015-04-16 07:59:21,2015-04-16 07:59:21
255,256,2233,63372,2015-04-16 07:59:21,2015-04-16 07:59:21
256,257,2233,63373,2015-04-16 07:59:21,2015-04-16 07:59:21
257,258,2233,63374,2015-04-16 07:59:22,2015-04-16 07:59:22
258,259,2233,63375,2015-04-16 07:59:22,2015-04-16 07:59:22
259,260,2233,63376,2015-04-16 07:59:22,2015-04-16 07:59:22
260,261,2233,63377,2015-04-16 07:59:22,2015-04-16 07:59:22
261,262,2233,63378,2015-04-16 07:59:22,2015-04-16 07:59:22
262,263,2233,63379,2015-04-16 07:59:22,2015-04-16 07:59:22
263,264,2233,63380,2015-04-16 07:59:22,2015-04-16 07:59:22
264,265,2233,63381,2015-04-16 07:59:22,2015-04-16 07:59:22
265,266,2233,63382,2015-04-16 07:59:22,2015-04-16 07:59:22
266,267,2233,63383,2015-04-16 07:59:22,2015-04-16 07:59:22
267,268,2233,63384,2015-04-16 07:59:22,2015-04-16 07:59:22
268,269,2233,63385,2015-04-16 07:59:22,2015-04-16 07:59:22
269,270,2233,63386,2015-04-16 07:59:22,2015-04-16 07:59:22
270,271,2233,63387,2015-04-16 07:59:22,2015-04-16 07:59:22
271,272,2233,63388,2015-04-16 07:59:22,2015-04-16 07:59:22
272,273,2233,63389,2015-04-16 07:59:22,2015-04-16 07:59:22
273,274,2233,63390,2015-04-16 07:59:22,2015-04-16 07:59:22
274,275,2233,63391,2015-04-16 07:59:22,2015-04-16 07:59:22
275,276,2233,63392,2015-04-16 07:59:22,2015-04-16 07:59:22
276,277,2233,63393,2015-04-16 07:59:22,2015-04-16 07:59:22
277,278,2233,63394,2015-04-16 07:59:22,2015-04-16 07:59:22
278,279,2233,63395,2015-04-16 07:59:22,2015-04-16 07:59:22
279,280,2233,63396,2015-04-16 07:59:22,2015-04-16 07:59:22
280,281,2233,63397,2015-04-16 07:59:22,2015-04-16 07:59:22
281,282,2233,63398,2015-04-16 07:59:22,2015-04-16 07:59:22
282,283,2233,63399,2015-04-16 07:59:22,2015-04-16 07:59:22
283,284,2233,63400,2015-04-16 07:59:22,2015-04-16 07:59:22
284,285,2233,63401,2015-04-16 07:59:22,2015-04-16 07:59:22
285,286,2233,63402,2015-04-16 07:59:22,2015-04-16 07:59:22
286,287,2233,63403,2015-04-16 07:59:22,2015-04-16 07:59:22
287,288,2233,63404,2015-04-16 07:59:22,2015-04-16 07:59:22
288,289,2233,63405,2015-04-16 07:59:22,2015-04-16 07:59:22
289,290,2233,63406,2015-04-16 07:59:22,2015-04-16 07:59:22
290,291,2233,63407,2015-04-16 07:59:22,2015-04-16 07:59:22
291,292,2233,63408,2015-04-16 07:59:23,2015-04-16 07:59:23
292,293,2233,63409,2015-04-16 07:59:23,2015-04-16 07:59:23
293,294,2233,63410,2015-04-16 07:59:23,2015-04-16 07:59:23
294,295,2233,63411,2015-04-16 07:59:23,2015-04-16 07:59:23
295,296,2233,63412,2015-04-16 07:59:23,2015-04-16 07:59:23
296,297,2233,63413,2015-04-16 07:59:23,2015-04-16 07:59:23
297,298,2233,63414,2015-04-16 07:59:23,2015-04-16 07:59:23
298,299,2233,63415,2015-04-16 07:59:23,2015-04-16 07:59:23
299,300,2233,63416,2015-04-16 07:59:23,2015-04-16 07:59:23
300,301,2233,63417,2015-04-16 07:59:23,2015-04-16 07:59:23
301,302,2233,63418,2015-04-16 07:59:23,2015-04-16 07:59:23
302,303,2233,63419,2015-04-16 07:59:23,2015-04-16 07:59:23
303,304,2233,63420,2015-04-16 07:59:23,2015-04-16 07:59:23
304,305,2233,63421,2015-04-16 07:59:23,2015-04-16 07:59:23
305,306,2233,63422,2015-04-16 07:59:23,2015-04-16 07:59:23
306,307,2233,63423,2015-04-16 07:59:23,2015-04-16 07:59:23
307,308,2233,63424,2015-04-16 07:59:23,2015-04-16 07:59:23
308,309,2233,63425,2015-04-16 07:59:23,2015-04-16 07:59:23
309,310,2233,63426,2015-04-16 07:59:23,2015-04-16 07:59:23
310,311,2233,63427,2015-04-16 07:59:23,2015-04-16 07:59:23
311,312,2233,63428,2015-04-16 07:59:23,2015-04-16 07:59:23
312,313,2233,63429,2015-04-16 07:59:23,2015-04-16 07:59:23
313,314,2233,63430,2015-04-16 07:59:23,2015-04-16 07:59:23
314,315,2233,63431,2015-04-16 07:59:23,2015-04-16 07:59:23
315,316,2233,63432,2015-04-16 07:59:23,2015-04-16 07:59:23
316,317,2233,63433,2015-04-16 07:59:23,2015-04-16 07:59:23
317,318,2233,63434,2015-04-16 07:59:23,2015-04-16 07:59:23
318,319,2233,63435,2015-04-16 07:59:23,2015-04-16 07:59:23
319,320,2233,63436,2015-04-16 07:59:23,2015-04-16 07:59:23
320,321,2233,63437,2015-04-16 07:59:24,2015-04-16 07:59:24
321,322,2233,63438,2015-04-16 07:59:24,2015-04-16 07:59:24
322,323,2233,63439,2015-04-16 07:59:24,2015-04-16 07:59:24
323,324,2233,63440,2015-04-16 07:59:24,2015-04-16 07:59:24
324,325,2233,63441,2015-04-16 07:59:24,2015-04-16 07:59:24
325,326,2233,63442,2015-04-16 07:59:24,2015-04-16 07:59:24
326,327,2233,63443,2015-04-16 07:59:24,2015-04-16 07:59:24
327,328,2233,63444,2015-04-16 07:59:24,2015-04-16 07:59:24
328,329,2233,63445,2015-04-16 07:59:24,2015-04-16 07:59:24
329,330,2233,63446,2015-04-16 07:59:24,2015-04-16 07:59:24
330,331,2233,63447,2015-04-16 07:59:24,2015-04-16 07:59:24
331,332,2233,63448,2015-04-16 07:59:24,2015-04-16 07:59:24
332,333,2233,63449,2015-04-16 07:59:24,2015-04-16 07:59:24
333,334,2233,63450,2015-04-16 07:59:24,2015-04-16 07:59:24
334,335,2233,63451,2015-04-16 07:59:24,2015-04-16 07:59:24
335,336,2233,63452,2015-04-16 07:59:24,2015-04-16 07:59:24
336,337,2233,63453,2015-04-16 07:59:24,2015-04-16 07:59:24
337,338,2233,63454,2015-04-16 07:59:24,2015-04-16 07:59:24
338,339,2233,63455,2015-04-16 07:59:24,2015-04-16 07:59:24
339,340,2233,63456,2015-04-16 07:59:24,2015-04-16 07:59:24
340,341,2233,63457,2015-04-16 07:59:25,2015-04-16 07:59:25
341,342,2233,63458,2015-04-16 07:59:25,2015-04-16 07:59:25
342,343,2233,63459,2015-04-16 07:59:25,2015-04-16 07:59:25
343,344,2233,63460,2015-04-16 07:59:25,2015-04-16 07:59:25
344,345,2233,63461,2015-04-16 07:59:25,2015-04-16 07:59:25
345,346,2233,63462,2015-04-16 07:59:25,2015-04-16 07:59:25
346,347,2233,63463,2015-04-16 07:59:25,2015-04-16 07:59:25
347,348,2233,63464,2015-04-16 07:59:25,2015-04-16 07:59:25
348,349,2233,63465,2015-04-16 07:59:25,2015-04-16 07:59:25
349,350,2233,63466,2015-04-16 07:59:25,2015-04-16 07:59:25
350,351,2233,63467,2015-04-16 07:59:25,2015-04-16 07:59:25
351,352,2233,63468,2015-04-16 07:59:25,2015-04-16 07:59:25
352,353,2233,63469,2015-04-16 07:59:25,2015-04-16 07:59:25
353,354,2233,63470,2015-04-16 07:59:25,2015-04-16 07:59:25
354,355,2233,63471,2015-04-16 07:59:25,2015-04-16 07:59:25
355,356,2233,63472,2015-04-16 07:59:25,2015-04-16 07:59:25
356,357,2233,63473,2015-04-16 07:59:25,2015-04-16 07:59:25
357,358,2233,63474,2015-04-16 07:59:25,2015-04-16 07:59:25
358,359,2233,63475,2015-04-16 07:59:25,2015-04-16 07:59:25
359,360,2233,63476,2015-04-16 07:59:25,2015-04-16 07:59:25
360,361,2233,63477,2015-04-16 07:59:25,2015-04-16 07:59:25
361,362,2233,63478,2015-04-16 07:59:25,2015-04-16 07:59:25
362,363,2233,63479,2015-04-16 07:59:25,2015-04-16 07:59:25
363,364,2233,63480,2015-04-16 07:59:25,2015-04-16 07:59:25
364,365,2233,63481,2015-04-16 07:59:25,2015-04-16 07:59:25
365,366,2233,63482,2015-04-16 07:59:25,2015-04-16 07:59:25
366,367,2233,63483,2015-04-16 07:59:25,2015-04-16 07:59:25
367,368,2233,63484,2015-04-16 07:59:25,2015-04-16 07:59:25
368,369,2233,63485,2015-04-16 07:59:25,2015-04-16 07:59:25
369,370,2233,63486,2015-04-16 07:59:26,2015-04-16 07:59:26
370,371,2233,63487,2015-04-16 07:59:26,2015-04-16 07:59:26
371,372,2233,63488,2015-04-16 07:59:26,2015-04-16 07:59:26
372,373,2233,63489,2015-04-16 07:59:26,2015-04-16 07:59:26
373,374,2233,63490,2015-04-16 07:59:26,2015-04-16 07:59:26
374,375,2233,63491,2015-04-16 07:59:26,2015-04-16 07:59:26
375,376,2233,63492,2015-04-16 07:59:26,2015-04-16 07:59:26
376,377,2233,63493,2015-04-16 07:59:26,2015-04-16 07:59:26
377,378,2233,63494,2015-04-16 07:59:26,2015-04-16 07:59:26
378,379,2233,63495,2015-04-16 07:59:26,2015-04-16 07:59:26
379,380,2233,63496,2015-04-16 07:59:26,2015-04-16 07:59:26
380,381,2233,63497,2015-04-16 07:59:26,2015-04-16 07:59:26
381,382,2233,63498,2015-04-16 07:59:26,2015-04-16 07:59:26
382,383,2233,63499,2015-04-16 07:59:26,2015-04-16 07:59:26
383,384,2233,63500,2015-04-16 07:59:26,2015-04-16 07:59:26
384,385,2233,63501,2015-04-16 07:59:26,2015-04-16 07:59:26
385,386,2233,63502,2015-04-16 07:59:26,2015-04-16 07:59:26
386,387,2233,63503,2015-04-16 07:59:26,2015-04-16 07:59:26
